State,LossPerspective,EPType,Peril,LOB,RP,Loss
MA,GR,OEP,IF,Total,5,121.0
MA,GR,OEP,IF,Commercial,10,80.0
MA,GR,OEP,IF,Personal,10,112.0
MA,GR,OEP,IF,Total,10,192.0
MA,GR,OEP,IF,Commercial,20,111.0
MA,GR,OEP,IF,Personal,20,150.0
MA,GR,OEP,IF,Total,20,261.0
MA,GR,OEP,IF,Commercial,25,120.0
MA,GR,OEP,IF,Personal,25,160.0
MA,GR,OEP,IF,Total,25,280.0
MA,GR,OEP,IF,Commercial,50,139.0
MA,GR,OEP,IF,Personal,50,195.0
MA,GR,OEP,IF,Total,50,334.0
MA,GR,OEP,IF,Commercial,100,168.0
MA,GR,OEP,IF,Personal,100,240.0
MA,GR,OEP,IF,Total,100,408.0
MA,GR,OEP,IF,Commercial,200,207.0
MA,GR,OEP,IF,Personal,200,283.0
MA,GR,OEP,IF,Total,200,490.0
MA,GR,OEP,IF,Commercial,250,219.0
MA,GR,OEP,IF,Personal,250,300.0
MA,GR,OEP,IF,Total,250,519.0
MA,GR,OEP,IF,Commercial,500,254.0
MA,GR,OEP,IF,Personal,500,350.0
MA,GR,OEP,IF,Total,500,604.0
MA,GR,OEP,IF,Commercial,1000,276.0
MA,GR,OEP,IF,Personal,1000,383.0
MA,GR,OEP,IF,Total,1000,660.0
MA,GR,AEP,IF,Commercial,5,60.0
MA,GR,AEP,IF,Personal,5,82.0
MA,GR,AEP,IF,Total,5,142.0
MA,GR,AEP,IF,Commercial,10,87.0
MA,GR,AEP,IF,Personal,10,121.0
MA,GR,AEP,IF,Total,10,209.0
MA,GR,AEP,IF,Commercial,20,123.0
MA,GR,AEP,IF,Personal,20,169.0
MA,GR,AEP,IF,Total,20,292.0
MA,GR,AEP,IF,Commercial,25,126.0
MA,GR,AEP,IF,Personal,25,180.0
MA,GR,AEP,IF,Total,25,306.0
MA,GR,AEP,IF,Commercial,50,170.0
MA,GR,AEP,IF,Personal,50,216.0
MA,GR,AEP,IF,Total,50,387.0
MA,GR,AEP,IF,Commercial,100,205.0
MA,GR,AEP,IF,Personal,100,264.0
MA,GR,AEP,IF,Total,100,469.0
MA,GR,AEP,IF,Commercial,200,232.0
MA,GR,AEP,IF,Personal,200,319.0
MA,GR,AEP,IF,Total,200,551.0
MA,GR,AEP,IF,Commercial,250,232.0
MA,GR,AEP,IF,Personal,250,351.0
MA,GR,AEP,IF,Total,250,583.0
MA,GR,AEP,IF,Commercial,500,278.0
MA,GR,AEP,IF,Personal,500,404.0
MA,GR,AEP,IF,Total,500,681.0
MA,GR,AEP,IF,Commercial,1000,308.0
MA,GR,AEP,IF,Personal,1000,452.0
MA,GR,AEP,IF,Total,1000,760.0
CT,GU,OEP,TC,Commercial,5,410.0
CT,GU,OEP,TC,Personal,5,542.0
CT,GU,OEP,TC,Total,5,952.0
CT,GU,OEP,TC,Commercial,10,727.0
CT,GU,OEP,TC,Personal,10,1046.0
CT,GU,OEP,TC,Total,10,1773.0
CT,GU,OEP,TC,Commercial,20,1209.0
CT,GU,OEP,TC,Personal,20,1723.0
CT,GU,OEP,TC,Total,20,2932.0
CT,GU,OEP,TC,Commercial,25,1361.0
CT,GU,OEP,TC,Personal,25,1834.0
CT,GU,OEP,TC,Total,25,3195.0
CT,GU,OEP,TC,Commercial,50,1875.0
CT,GU,OEP,TC,Personal,50,2719.0
CT,GU,OEP,TC,Total,50,4595.0
CT,GU,OEP,TC,Commercial,100,2733.0
CT,GU,OEP,TC,Personal,100,3408.0
CT,GU,OEP,TC,Total,100,6141.0
CT,GU,OEP,TC,Commercial,200,3439.0
CT,GU,OEP,TC,Personal,200,4800.0
CT,GU,OEP,TC,Total,200,8239.0
CT,GU,OEP,TC,Commercial,250,3464.0
CT,GU,OEP,TC,Personal,250,4765.0
CT,GU,OEP,TC,Total,250,8228.0
CT,GU,OEP,TC,Commercial,500,4561.0
CT,GU,OEP,TC,Personal,500,6225.0
CT,GU,OEP,TC,Total,500,10786.0
CT,GU,OEP,TC,Commercial,1000,5180.0
CT,GU,OEP,TC,Personal,1000,7669.0
CT,GU,OEP,TC,Total,1000,12849.0
CT,GU,AEP,TC,Commercial,5,442.0
CT,GU,AEP,TC,Personal,5,628.0
CT,GU,AEP,TC,Total,5,1070.0
CT,GU,AEP,TC,Commercial,10,871.0
CT,GU,AEP,TC,Personal,10,1186.0
CT,GU,AEP,TC,Total,10,2057.0
CT,GU,AEP,TC,Commercial,20,1350.0
CT,GU,AEP,TC,Personal,20,1801.0
CT,GU,AEP,TC,Total,20,3151.0
CT,GU,AEP,TC,Commercial,25,1535.0
CT,GU,AEP,TC,Personal,25,2018.0
CT,GU,AEP,TC,Total,25,3553.0
CT,GU,AEP,TC,Commercial,50,2213.0
CT,GU,AEP,TC,Personal,50,2877.0
CT,GU,AEP,TC,Total,50,5091.0
CT,GU,AEP,TC,Commercial,100,2926.0
CT,GU,AEP,TC,Personal,100,3827.0
CT,GU,AEP,TC,Total,100,6753.0
CT,GU,AEP,TC,Commercial,200,3686.0
CT,GU,AEP,TC,Personal,200,5018.0
CT,GU,AEP,TC,Total,200,8704.0
CT,GU,AEP,TC,Commercial,250,4100.0
CT,GU,AEP,TC,Personal,250,5712.0
CT,GU,AEP,TC,Total,250,9812.0
CT,GU,AEP,TC,Commercial,500,4791.0
CT,GU,AEP,TC,Personal,500,7111.0
CT,GU,AEP,TC,Total,500,11902.0
CT,GU,AEP,TC,Commercial,1000,6282.0
CT,GU,AEP,TC,Personal,1000,8180.0
CT,GU,AEP,TC,Total,1000,14462.0
CT,GU,OEP,SU,Commercial,5,173.0
CT,GU,OEP,SU,Personal,5,208.0
CT,GU,OEP,SU,Total,5,381.0
CT,GU,OEP,SU,Commercial,10,296.0
CT,GU,OEP,SU,Personal,10,380.0
CT,GU,OEP,SU,Total,10,677.0
CT,GU,OEP,SU,Commercial,20,454.0
CT,GU,OEP,SU,Personal,20,608.0
CT,GU,OEP,SU,Total,20,1062.0
CT,GU,OEP,SU,Commercial,25,556.0
CT,GU,OEP,SU,Personal,25,681.0
CT,GU,OEP,SU,Total,25,1237.0
CT,GU,OEP,SU,Commercial,50,740.0
CT,GU,OEP,SU,Personal,50,915.0
CT,GU,OEP,SU,Total,50,1655.0
CT,GU,OEP,SU,Commercial,100,1010.0
CT,GU,OEP,SU,Personal,100,1161.0
CT,GU,OEP,SU,Total,100,2170.0
CT,GU,OEP,SU,Commercial,200,1162.0
CT,GU,OEP,SU,Personal,200,1510.0
CT,GU,OEP,SU,Total,200,2672.0
CT,GU,OEP,SU,Commercial,250,1277.0
CT,GU,OEP,SU,Personal,250,1578.0
CT,GU,OEP,SU,Total,250,2855.0
CT,GU,OEP,SU,Commercial,500,1501.0
CT,GU,OEP,SU,Personal,500,1971.0
CT,GU,OEP,SU,Total,500,3473.0
CT,GU,OEP,SU,Commercial,1000,1836.0
CT,GU,OEP,SU,Personal,1000,2252.0
CT,GU,OEP,SU,Total,1000,4088.0
CT,GU,AEP,SU,Commercial,5,182.0
CT,GU,AEP,SU,Personal,5,232.0
CT,GU,AEP,SU,Total,5,414.0
CT,GU,AEP,SU,Commercial,10,357.0
CT,GU,AEP,SU,Personal,10,418.0
CT,GU,AEP,SU,Total,10,775.0
CT,GU,AEP,SU,Commercial,20,540.0
CT,GU,AEP,SU,Personal,20,673.0
CT,GU,AEP,SU,Total,20,1213.0
CT,GU,AEP,SU,Commercial,25,587.0
CT,GU,AEP,SU,Personal,25,762.0
CT,GU,AEP,SU,Total,25,1349.0
CT,GU,AEP,SU,Commercial,50,840.0
CT,GU,AEP,SU,Personal,50,1025.0
CT,GU,AEP,SU,Total,50,1865.0
CT,GU,AEP,SU,Commercial,100,1025.0
CT,GU,AEP,SU,Personal,100,1271.0
CT,GU,AEP,SU,Total,100,2296.0
CT,GU,AEP,SU,Commercial,200,1426.0
CT,GU,AEP,SU,Personal,200,1728.0
CT,GU,AEP,SU,Total,200,3154.0
CT,GU,AEP,SU,Commercial,250,1519.0
CT,GU,AEP,SU,Personal,250,1871.0
CT,GU,AEP,SU,Total,250,3390.0
CT,GU,AEP,SU,Commercial,500,1684.0
CT,GU,AEP,SU,Personal,500,2250.0
CT,GU,AEP,SU,Total,500,3934.0
CT,GU,AEP,SU,Commercial,1000,2096.0
CT,GU,AEP,SU,Personal,1000,2679.0
CT,GU,AEP,SU,Total,1000,4774.0
CT,GU,OEP,PF,Commercial,5,58.0
CT,GU,OEP,PF,Personal,5,80.0
CT,GU,OEP,PF,Total,5,138.0
CT,GU,OEP,PF,Commercial,10,99.0
CT,GU,OEP,PF,Personal,10,134.0
CT,GU,OEP,PF,Total,10,233.0
CT,GU,OEP,PF,Commercial,20,138.0
CT,GU,OEP,PF,Personal,20,180.0
CT,GU,OEP,PF,Total,20,318.0
CT,GU,OEP,PF,Commercial,25,147.0
CT,GU,OEP,PF,Personal,25,211.0
CT,GU,OEP,PF,Total,25,357.0
CT,GU,OEP,PF,Commercial,50,192.0
CT,GU,OEP,PF,Personal,50,258.0
CT,GU,OEP,PF,Total,50,450.0
CT,GU,OEP,PF,Commercial,100,240.0
CT,GU,OEP,PF,Personal,100,318.0
CT,GU,OEP,PF,Total,100,557.0
CT,GU,OEP,PF,Commercial,200,288.0
CT,GU,OEP,PF,Personal,200,382.0
CT,GU,OEP,PF,Total,200,670.0
CT,GU,OEP,PF,Commercial,250,312.0
CT,GU,OEP,PF,Personal,250,422.0
CT,GU,OEP,PF,Total,250,734.0
CT,GU,OEP,PF,Commercial,500,367.0
CT,GU,OEP,PF,Personal,500,476.0
CT,GU,OEP,PF,Total,500,843.0
CT,GU,OEP,PF,Commercial,1000,402.0
CT,GU,OEP,PF,Personal,1000,554.0
CT,GU,OEP,PF,Total,1000,956.0
CT,GU,AEP,PF,Commercial,5,70.0
CT,GU,AEP,PF,Personal,5,92.0
CT,GU,AEP,PF,Total,5,162.0
CT,GU,AEP,PF,Commercial,10,111.0
CT,GU,AEP,PF,Personal,10,149.0
CT,GU,AEP,PF,Total,10,260.0
CT,GU,AEP,PF,Commercial,20,155.0
CT,GU,AEP,PF,Personal,20,210.0
CT,GU,AEP,PF,Total,20,366.0
CT,GU,AEP,PF,Commercial,25,163.0
CT,GU,AEP,PF,Personal,25,225.0
CT,GU,AEP,PF,Total,25,388.0
CT,GU,AEP,PF,Commercial,50,218.0
CT,GU,AEP,PF,Personal,50,276.0
CT,GU,AEP,PF,Total,50,494.0
CT,GU,AEP,PF,Commercial,100,277.0
CT,GU,AEP,PF,Personal,100,363.0
CT,GU,AEP,PF,Total,100,639.0
CT,GU,AEP,PF,Commercial,200,309.0
CT,GU,AEP,PF,Personal,200,444.0
CT,GU,AEP,PF,Total,200,753.0
CT,GU,AEP,PF,Commercial,250,345.0
CT,GU,AEP,PF,Personal,250,466.0
CT,GU,AEP,PF,Total,250,812.0
CT,GU,AEP,PF,Commercial,500,390.0
CT,GU,AEP,PF,Personal,500,549.0
CT,GU,AEP,PF,Total,500,939.0
CT,GU,AEP,PF,Commercial,1000,448.0
CT,GU,AEP,PF,Personal,1000,612.0
CT,GU,AEP,PF,Total,1000,1061.0
CT,GU,OEP,IF,Commercial,5,22.0
CT,GU,OEP,IF,Personal,5,35.0
CT,GU,OEP,IF,Total,5,56.0
CT,GU,OEP,IF,Commercial,10,35.0
CT,GU,OEP,IF,Personal,10,52.0
CT,GU,OEP,IF,Total,10,87.0
CT,GU,OEP,IF,Commercial,20,47.0
CT,GU,OEP,IF,Personal,20,72.0
CT,GU,OEP,IF,Total,20,119.0
CT,GU,OEP,IF,Commercial,25,52.0
CT,GU,OEP,IF,Personal,25,74.0
CT,GU,OEP,IF,Total,25,126.0
CT,GU,OEP,IF,Commercial,50,66.0
CT,GU,OEP,IF,Personal,50,97.0
CT,GU,OEP,IF,Total,50,163.0
CT,GU,OEP,IF,Commercial,100,80.0
CT,GU,OEP,IF,Personal,100,120.0
CT,GU,OEP,IF,Total,100,200.0
CT,GU,OEP,IF,Commercial,200,94.0
CT,GU,OEP,IF,Personal,200,138.0
CT,GU,OEP,IF,Total,200,232.0
CT,GU,OEP,IF,Commercial,250,95.0
CT,GU,OEP,IF,Personal,250,137.0
CT,GU,OEP,IF,Total,250,232.0
CT,GU,OEP,IF,Commercial,500,108.0
CT,GU,OEP,IF,Personal,500,166.0
CT,GU,OEP,IF,Total,500,275.0
CT,GU,OEP,IF,Commercial,1000,122.0
CT,GU,OEP,IF,Personal,1000,190.0
CT,GU,OEP,IF,Total,1000,312.0
CT,GU,AEP,IF,Commercial,5,25.0
CT,GU,AEP,IF,Personal,5,38.0
CT,GU,AEP,IF,Total,5,62.0
CT,GU,AEP,IF,Commercial,10,39.0
CT,GU,AEP,IF,Personal,10,58.0
CT,GU,AEP,IF,Total,10,96.0
CT,GU,AEP,IF,Commercial,20,50.0
CT,GU,AEP,IF,Personal,20,76.0
CT,GU,AEP,IF,Total,20,126.0
CT,GU,AEP,IF,Commercial,25,59.0
CT,GU,AEP,IF,Personal,25,85.0
CT,GU,AEP,IF,Total,25,144.0
CT,GU,AEP,IF,Commercial,50,68.0
CT,GU,AEP,IF,Personal,50,101.0
CT,GU,AEP,IF,Total,50,169.0
CT,GU,AEP,IF,Commercial,100,85.0
CT,GU,AEP,IF,Personal,100,124.0
CT,GU,AEP,IF,Total,100,210.0
CT,GU,AEP,IF,Commercial,200,103.0
CT,GU,AEP,IF,Personal,200,155.0
CT,GU,AEP,IF,Total,200,258.0
CT,GU,AEP,IF,Commercial,250,103.0
CT,GU,AEP,IF,Personal,250,160.0
CT,GU,AEP,IF,Total,250,262.0
CT,GU,AEP,IF,Commercial,500,117.0
CT,GU,AEP,IF,Personal,500,178.0
CT,GU,AEP,IF,Total,500,295.0
CT,GU,AEP,IF,Commercial,1000,142.0
CT,GU,AEP,IF,Personal,1000,206.0
CT,GU,AEP,IF,Total,1000,348.0
CT,GR,OEP,TC,Commercial,5,317.0
CT,GR,OEP,TC,Personal,5,406.0
CT,GR,OEP,TC,Total,5,723.0
CT,GR,OEP,TC,Commercial,10,572.0
CT,GR,OEP,TC,Personal,10,793.0
CT,GR,OEP,TC,Total,10,1365.0
CT,GR,OEP,TC,Commercial,20,932.0
CT,GR,OEP,TC,Personal,20,1341.0
CT,GR,OEP,TC,Total,20,2273.0
CT,GR,OEP,TC,Commercial,25,1022.0
CT,GR,OEP,TC,Personal,25,1505.0
CT,GR,OEP,TC,Total,25,2527.0
CT,GR,OEP,TC,Commercial,50,1565.0
CT,GR,OEP,TC,Personal,50,2077.0
CT,GR,OEP,TC,Total,50,3641.0
CT,GR,OEP,TC,Commercial,100,1993.0
CT,GR,OEP,TC,Personal,100,2776.0
CT,GR,OEP,TC,Total,100,4769.0
CT,GR,OEP,TC,Commercial,200,2552.0
CT,GR,OEP,TC,Personal,200,3673.0
CT,GR,OEP,TC,Total,200,6225.0
CT,GR,OEP,TC,Commercial,250,2807.0
CT,GR,OEP,TC,Personal,250,4004.0
CT,GR,OEP,TC,Total,250,6811.0
CT,GR,OEP,TC,Commercial,500,3516.0
CT,GR,OEP,TC,Personal,500,4759.0
CT,GR,OEP,TC,Total,500,8275.0
CT,GR,OEP,TC,Commercial,1000,4290.0
CT,GR,OEP,TC,Personal,1000,5750.0
CT,GR,OEP,TC,Total,1000,10041.0
CT,GR,AEP,TC,Commercial,5,356.0
CT,GR,AEP,TC,Personal,5,453.0
CT,GR,AEP,TC,Total,5,809.0
CT,GR,AEP,TC,Commercial,10,682.0
CT,GR,AEP,TC,Personal,10,919.0
CT,GR,AEP,TC,Total,10,1601.0
CT,GR,AEP,TC,Commercial,20,1084.0
CT,GR,AEP,TC,Personal,20,1429.0
CT,GR,AEP,TC,Total,20,2512.0
CT,GR,AEP,TC,Commercial,25,1230.0
CT,GR,AEP,TC,Personal,25,1597.0
CT,GR,AEP,TC,Total,25,2828.0
CT,GR,AEP,TC,Commercial,50,1735.0
CT,GR,AEP,TC,Personal,50,2230.0
CT,GR,AEP,TC,Total,50,3966.0
CT,GR,AEP,TC,Commercial,100,2224.0
CT,GR,AEP,TC,Personal,100,3086.0
CT,GR,AEP,TC,Total,100,5310.0
CT,GR,AEP,TC,Commercial,200,2867.0
CT,GR,AEP,TC,Personal,200,3949.0
CT,GR,AEP,TC,Total,200,6816.0
CT,GR,AEP,TC,Commercial,250,3245.0
CT,GR,AEP,TC,Personal,250,4197.0
CT,GR,AEP,TC,Total,250,7442.0
CT,GR,AEP,TC,Commercial,500,3985.0
CT,GR,AEP,TC,Personal,500,5095.0
CT,GR,AEP,TC,Total,500,9081.0
CT,GR,AEP,TC,Commercial,1000,4831.0
CT,GR,AEP,TC,Personal,1000,6626.0
CT,GR,AEP,TC,Total,1000,11457.0
CT,GR,OEP,SU,Commercial,5,144.0
CT,GR,OEP,SU,Personal,5,183.0
CT,GR,OEP,SU,Total,5,328.0
CT,GR,OEP,SU,Commercial,10,274.0
CT,GR,OEP,SU,Personal,10,334.0
CT,GR,OEP,SU,Total,10,608.0
CT,GR,OEP,SU,Commercial,20,402.0
CT,GR,OEP,SU,Personal,20,499.0
CT,GR,OEP,SU,Total,20,901.0
CT,GR,OEP,SU,Commercial,25,471.0
CT,GR,OEP,SU,Personal,25,551.0
CT,GR,OEP,SU,Total,25,1022.0
CT,GR,OEP,SU,Commercial,50,651.0
CT,GR,OEP,SU,Personal,50,763.0
CT,GR,OEP,SU,Total,50,1414.0
CT,GR,OEP,SU,Commercial,100,852.0
CT,GR,OEP,SU,Personal,100,974.0
CT,GR,OEP,SU,Total,100,1826.0
CT,GR,OEP,SU,Commercial,200,994.0
CT,GR,OEP,SU,Personal,200,1344.0
CT,GR,OEP,SU,Total,200,2339.0
CT,GR,OEP,SU,Commercial,250,1156.0
CT,GR,OEP,SU,Personal,250,1423.0
CT,GR,OEP,SU,Total,250,2580.0
CT,GR,OEP,SU,Commercial,500,1417.0
CT,GR,OEP,SU,Personal,500,1656.0
CT,GR,OEP,SU,Total,500,3073.0
CT,GR,OEP,SU,Commercial,1000,1579.0
CT,GR,OEP,SU,Personal,1000,1911.0
CT,GR,OEP,SU,Total,1000,3490.0
CT,GR,AEP,SU,Commercial,5,163.0
CT,GR,AEP,SU,Personal,5,195.0
CT,GR,AEP,SU,Total,5,359.0
CT,GR,AEP,SU,Commercial,10,308.0
CT,GR,AEP,SU,Personal,10,345.0
CT,GR,AEP,SU,Total,10,653.0
CT,GR,AEP,SU,Commercial,20,439.0
CT,GR,AEP,SU,Personal,20,546.0
CT,GR,AEP,SU,Total,20,985.0
CT,GR,AEP,SU,Commercial,25,497.0
CT,GR,AEP,SU,Personal,25,613.0
CT,GR,AEP,SU,Total,25,1110.0
CT,GR,AEP,SU,Commercial,50,718.0
CT,GR,AEP,SU,Personal,50,855.0
CT,GR,AEP,SU,Total,50,1573.0
CT,GR,AEP,SU,Commercial,100,936.0
CT,GR,AEP,SU,Personal,100,1183.0
CT,GR,AEP,SU,Total,100,2119.0
CT,GR,AEP,SU,Commercial,200,1179.0
CT,GR,AEP,SU,Personal,200,1462.0
CT,GR,AEP,SU,Total,200,2641.0
CT,GR,AEP,SU,Commercial,250,1232.0
CT,GR,AEP,SU,Personal,250,1483.0
CT,GR,AEP,SU,Total,250,2715.0
CT,GR,AEP,SU,Commercial,500,1491.0
CT,GR,AEP,SU,Personal,500,1953.0
CT,GR,AEP,SU,Total,500,3444.0
CT,GR,AEP,SU,Commercial,1000,1829.0
CT,GR,AEP,SU,Personal,1000,2173.0
CT,GR,AEP,SU,Total,1000,4002.0
CT,GR,OEP,PF,Commercial,5,51.0
CT,GR,OEP,PF,Personal,5,71.0
CT,GR,OEP,PF,Total,5,122.0
CT,GR,OEP,PF,Commercial,10,82.0
CT,GR,OEP,PF,Personal,10,110.0
CT,GR,OEP,PF,Total,10,193.0
CT,GR,OEP,PF,Commercial,20,118.0
CT,GR,OEP,PF,Personal,20,157.0
CT,GR,OEP,PF,Total,20,275.0
CT,GR,OEP,PF,Commercial,25,127.0
CT,GR,OEP,PF,Personal,25,164.0
CT,GR,OEP,PF,Total,25,291.0
CT,GR,OEP,PF,Commercial,50,155.0
CT,GR,OEP,PF,Personal,50,228.0
CT,GR,OEP,PF,Total,50,383.0
CT,GR,OEP,PF,Commercial,100,201.0
CT,GR,OEP,PF,Personal,100,267.0
CT,GR,OEP,PF,Total,100,469.0
CT,GR,OEP,PF,Commercial,200,241.0
CT,GR,OEP,PF,Personal,200,309.0
CT,GR,OEP,PF,Total,200,551.0
CT,GR,OEP,PF,Commercial,250,261.0
CT,GR,OEP,PF,Personal,250,332.0
CT,GR,OEP,PF,Total,250,592.0
CT,GR,OEP,PF,Commercial,500,303.0
CT,GR,OEP,PF,Personal,500,400.0
CT,GR,OEP,PF,Total,500,703.0
CT,GR,OEP,PF,Commercial,1000,330.0
CT,GR,OEP,PF,Personal,1000,435.0
CT,GR,OEP,PF,Total,1000,766.0
CT,GR,AEP,PF,Commercial,5,59.0
CT,GR,AEP,PF,Personal,5,75.0
CT,GR,AEP,PF,Total,5,133.0
CT,GR,AEP,PF,Commercial,10,87.0
CT,GR,AEP,PF,Personal,10,126.0
CT,GR,AEP,PF,Total,10,212.0
CT,GR,AEP,PF,Commercial,20,126.0
CT,GR,AEP,PF,Personal,20,171.0
CT,GR,AEP,PF,Total,20,297.0
CT,GR,AEP,PF,Commercial,25,137.0
CT,GR,AEP,PF,Personal,25,196.0
CT,GR,AEP,PF,Total,25,333.0
CT,GR,AEP,PF,Commercial,50,177.0
CT,GR,AEP,PF,Personal,50,237.0
CT,GR,AEP,PF,Total,50,414.0
CT,GR,AEP,PF,Commercial,100,219.0
CT,GR,AEP,PF,Personal,100,293.0
CT,GR,AEP,PF,Total,100,512.0
CT,GR,AEP,PF,Commercial,200,263.0
CT,GR,AEP,PF,Personal,200,347.0
CT,GR,AEP,PF,Total,200,610.0
CT,GR,AEP,PF,Commercial,250,273.0
CT,GR,AEP,PF,Personal,250,379.0
CT,GR,AEP,PF,Total,250,652.0
CT,GR,AEP,PF,Commercial,500,342.0
CT,GR,AEP,PF,Personal,500,426.0
CT,GR,AEP,PF,Total,500,768.0
CT,GR,AEP,PF,Commercial,1000,367.0
CT,GR,AEP,PF,Personal,1000,533.0
CT,GR,AEP,PF,Total,1000,900.0
CT,GR,OEP,IF,Commercial,5,22.0
CT,GR,OEP,IF,Personal,5,31.0
CT,GR,OEP,IF,Total,5,53.0
CT,GR,OEP,IF,Commercial,10,31.0
CT,GR,OEP,IF,Personal,10,46.0
CT,GR,OEP,IF,Total,10,77.0
CT,GR,OEP,IF,Commercial,20,42.0
CT,GR,OEP,IF,Personal,20,60.0
CT,GR,OEP,IF,Total,20,102.0
CT,GR,OEP,IF,Commercial,25,46.0
CT,GR,OEP,IF,Personal,25,69.0
CT,GR,OEP,IF,Total,25,115.0
CT,GR,OEP,IF,Commercial,50,58.0
CT,GR,OEP,IF,Personal,50,86.0
CT,GR,OEP,IF,Total,50,144.0
CT,GR,OEP,IF,Commercial,100,69.0
CT,GR,OEP,IF,Personal,100,101.0
CT,GR,OEP,IF,Total,100,171.0
CT,GR,OEP,IF,Commercial,200,85.0
CT,GR,OEP,IF,Personal,200,126.0
CT,GR,OEP,IF,Total,200,211.0
CT,GR,OEP,IF,Commercial,250,85.0
CT,GR,OEP,IF,Personal,250,128.0
CT,GR,OEP,IF,Total,250,213.0
CT,GR,OEP,IF,Commercial,500,97.0
CT,GR,OEP,IF,Personal,500,139.0
CT,GR,OEP,IF,Total,500,236.0
CT,GR,OEP,IF,Commercial,1000,115.0
CT,GR,OEP,IF,Personal,1000,159.0
CT,GR,OEP,IF,Total,1000,274.0
CT,GR,AEP,IF,Commercial,5,23.0
CT,GR,AEP,IF,Personal,5,34.0
CT,GR,AEP,IF,Total,5,58.0
CT,GR,AEP,IF,Commercial,10,35.0
CT,GR,AEP,IF,Personal,10,50.0
CT,GR,AEP,IF,Total,10,84.0
CT,GR,AEP,IF,Commercial,20,47.0
CT,GR,AEP,IF,Personal,20,74.0
CT,GR,AEP,IF,Total,20,121.0
CT,GR,AEP,IF,Commercial,25,53.0
CT,GR,AEP,IF,Personal,25,75.0
CT,GR,AEP,IF,Total,25,128.0
CT,GR,AEP,IF,Commercial,50,63.0
CT,GR,AEP,IF,Personal,50,97.0
CT,GR,AEP,IF,Total,50,159.0
CT,GR,AEP,IF,Commercial,100,76.0
CT,GR,AEP,IF,Personal,100,116.0
CT,GR,AEP,IF,Total,100,192.0
CT,GR,AEP,IF,Commercial,200,95.0
CT,GR,AEP,IF,Personal,200,134.0
CT,GR,AEP,IF,Total,200,230.0
CT,GR,AEP,IF,Commercial,250,95.0
CT,GR,AEP,IF,Personal,250,136.0
CT,GR,AEP,IF,Total,250,231.0
CT,GR,AEP,IF,Commercial,500,106.0
CT,GR,AEP,IF,Personal,500,162.0
CT,GR,AEP,IF,Total,500,268.0
CT,GR,AEP,IF,Commercial,1000,131.0
CT,GR,AEP,IF,Personal,1000,179.0
CT,GR,AEP,IF,Total,1000,310.0
AL,GU,OEP,TC,Commercial,5,1299.0
AL,GU,OEP,TC,Personal,5,1653.0
AL,GU,OEP,TC,Total,5,2952.0
AL,GU,OEP,TC,Commercial,10,2348.0
AL,GU,OEP,TC,Personal,10,2986.0
AL,GU,OEP,TC,Total,10,5334.0
AL,GU,OEP,TC,Commercial,20,3878.0
AL,GU,OEP,TC,Personal,20,5051.0
AL,GU,OEP,TC,Total,20,8929.0
AL,GU,OEP,TC,Commercial,25,4462.0
AL,GU,OEP,TC,Personal,25,5785.0
AL,GU,OEP,TC,Total,25,10247.0
AL,GU,OEP,TC,Commercial,50,6612.0
AL,GU,OEP,TC,Personal,50,8237.0
AL,GU,OEP,TC,Total,50,14849.0
AL,GU,OEP,TC,Commercial,100,8975.0
AL,GU,OEP,TC,Personal,100,11044.0
AL,GU,OEP,TC,Total,100,20018.0
AL,GU,OEP,TC,Commercial,200,11397.0
AL,GU,OEP,TC,Personal,200,14322.0
AL,GU,OEP,TC,Total,200,25719.0
AL,GU,OEP,TC,Commercial,250,12131.0
AL,GU,OEP,TC,Personal,250,15381.0
AL,GU,OEP,TC,Total,250,27512.0
AL,GU,OEP,TC,Commercial,500,15308.0
AL,GU,OEP,TC,Personal,500,18426.0
AL,GU,OEP,TC,Total,500,33734.0
AL,GU,OEP,TC,Commercial,1000,17992.0
AL,GU,OEP,TC,Personal,1000,22378.0
AL,GU,OEP,TC,Total,1000,40370.0
AL,GU,AEP,TC,Commercial,5,1495.0
AL,GU,AEP,TC,Personal,5,1806.0
AL,GU,AEP,TC,Total,5,3300.0
AL,GU,AEP,TC,Commercial,10,2839.0
AL,GU,AEP,TC,Personal,10,3568.0
AL,GU,AEP,TC,Total,10,6407.0
AL,GU,AEP,TC,Commercial,20,4622.0
AL,GU,AEP,TC,Personal,20,5423.0
AL,GU,AEP,TC,Total,20,10045.0
AL,GU,AEP,TC,Commercial,25,5133.0
AL,GU,AEP,TC,Personal,25,6493.0
AL,GU,AEP,TC,Total,25,11627.0
AL,GU,AEP,TC,Commercial,50,7454.0
AL,GU,AEP,TC,Personal,50,9359.0
AL,GU,AEP,TC,Total,50,16813.0
AL,GU,AEP,TC,Commercial,100,9650.0
AL,GU,AEP,TC,Personal,100,12158.0
AL,GU,AEP,TC,Total,100,21808.0
AL,GU,AEP,TC,Commercial,200,11920.0
AL,GU,AEP,TC,Personal,200,16263.0
AL,GU,AEP,TC,Total,200,28182.0
AL,GU,AEP,TC,Commercial,250,12955.0
AL,GU,AEP,TC,Personal,250,17098.0
AL,GU,AEP,TC,Total,250,30053.0
AL,GU,AEP,TC,Commercial,500,16917.0
AL,GU,AEP,TC,Personal,500,20567.0
AL,GU,AEP,TC,Total,500,37484.0
