STATECODE,Classification,Description,HDv1
TX,SFD_GARAGING,Detached garage,525.410525
TX,SFD_GARAGING,No garage,496.796316
TX,SFD_MECHGROUND,Generally unprotected,553.667619
TX,SFD_MECHGROUND,Generally protected,653.036837
TX,SFD_RESISTOPEN,Pressure small missile rated,602.477678
TX,SFD_RESISTOPEN,Pressure medium missile rated,602.120263
TX,SFD_RESISTOPEN,All openings pressure small missile rated,661.574344
TX,SFD_RESISTOPEN,All openings pressure medium missile rated,670.878442
TX,SFD_RESISTOPEN,All openings pressure large missile rated,621.068025
TX,SFD_ROOFAGE,0 to 5 years,374.818701
TX,SFD_ROOFAGE,6 to 10 years,329.045592
TX,SFD_ROOFAGE,11 years or more,368.976567
TX,SFD_ROOFANCH,Clips,322.679368
TX,SFD_ROOFANCH,Double wraps,332.16364
TX,SFD_ROOFANCH,Single wraps,346.604585
TX,SFD_ROOFANCH,Structural,337.845957
TX,SFD_ROOFANCH,Toenailing no anchorage,335.142728
TX,SFD_ROOFEQUIP,No equipment present,832.599335
TX,SFD_ROOFEQUIP,Roof mounted photovoltaic array,796.719386
TX,SFD_ROOFEQUIP,Roof mounted impact resistant array,798.777025
TX,SFD_ROOFEQUIP,Roof mounted mechanically attached array,744.367129
TX,SFD_ROOFGEOM,Complex roof,559.29435
TX,SFD_ROOFGEOM,Flat roof no parapets,507.77514
TX,SFD_ROOFGEOM,Flat roof parapets,485.912982
TX,SFD_ROOFGEOM,Gable roof LE6:12,546.414631
TX,SFD_ROOFGEOM,Braced gable LE6:12,480.426585
TX,SFD_ROOFGEOM,Gable roof GT6:12,525.148961
TX,SFD_ROOFGEOM,Braced gable GT6:12,469.393747
TX,SFD_ROOFGEOM,Hip roof LE6:12,470.940486
TX,SFD_ROOFGEOM,Hip roof GT6:12,530.831894
TX,SFD_ROOFMAINT,Excellent condition,509.793567
TX,SFD_ROOFMAINT,No deterioration or defects,529.868472
TX,SFD_ROOFMAINT,Visible defects,524.877521
TX,SFD_ROOFMAINT,Significant signs of distress,584.257034
TX,SFD_ROOFSYS,Built up or single ply,726.941732
TX,SFD_ROOFSYS,Built up with gutters,762.612544
TX,SFD_ROOFSYS,Built up without gutters,710.547123
TX,SFD_ROOFSYS,Built up unknown gutters,771.920623
TX,SFD_ROOFSYS,High wind shingle,814.221219
TX,SFD_ROOFSYS,High wind shingle plus SWR,794.211146
TX,SFD_ROOFSYS,Normal shingle,837.312187
TX,SFD_ROOFSYS,Normal shingle plus SWR,829.310601
TX,SFD_ROOFSYS,Metal concealed fasteners,813.388409
TX,SFD_ROOFSYS,Metal exposed fasteners,860.72826
TX,SFD_ROOFSYS,Metal unknown fasteners,850.679818
TX,SFD_ROOFSYS,Wood shakes,733.053572
TX,SFD_ROOFSYS,Concrete roof,835.672083
TX,SFD_ROOFSYS,Hail class 1,842.463976
TX,SFD_ROOFSYS,Hail class 2,735.017432
TX,SFD_ROOFSYS,Hail class 3,832.685347
TX,SFD_ROOFSYS,Hail class 4,836.84949
TX,SFD_ROOFSYS,Rubber roof,707.655788
TX,SFD_ROOFSYS,Green roof,751.034714
TX,SFD_ROOFSYS,Bermuda style roof,782.220448
TX,SFD_ROOFSYS,Concrete tiles,843.370947
TX,SFD_ROOFSYS,Slate tile,818.303045
TX,SFD_ROOFSYS,Fabric membrane,839.311948
TX,SFD_ROOFSYS,Solar tile,856.869054
TX,SFD_TODMGPROVISION,Cosmetic damage Fully covered,580.110329
TX,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,678.463216
TX,SFD_TODMGPROVISION,Cosmetic damage Default,622.851578
TX,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,619.847518
TX,SFD_TODMGPROVISION,Cosmetic damage Excluded,572.204549
TX,SFD_TOFLASHING,Compliant with ES1,644.315787
TX,SFD_TOFLASHING,Not compliant with ES1,560.319274
TX,SFD_TREEDENSITY,High tree risk high shielding,697.298746
TX,SFD_TREEDENSITY,Some trees some shielding,756.458439
TX,SFD_TREEDENSITY,No trees no shielding,759.144149
UT,COM_Unknown,Unknown,387.157613
UT,COM_ARCHITECT,Attached screen,255.545986
UT,COM_ARCHITECT,Detached screen,246.008875
UT,COM_ARCHITECT,Fences,292.973663
UT,COM_ARCHITECT,None,256.822907
UT,COM_ARCHITECT,Skylights,272.152293
UT,COM_ARCHITECT,Skylights protection,297.513143
UT,COM_CLADRATE,10d high wind nail,214.488944
UT,COM_CLADRATE,6d any nail,233.691767
UT,COM_CLADRATE,8d high wind nail,235.546336
UT,COM_CLADRATE,8d minimum nail,240.801431
UT,COM_CLADRATE,Batten decking,223.662681
UT,COM_CLADRATE,Lumber and groove,240.995505
UT,COM_CLADSYS,Vinyl siding,465.990258
UT,COM_CLADSYS,EIFS,433.574217
UT,COM_CLADSYS,Wood,465.436727
UT,COM_CLADSYS,Metal sheathing,435.010813
UT,COM_CLADSYS,Impact rated glazing,478.499118
UT,COM_CLADSYS,Stucco,435.477294
UT,COM_CLADSYS,Brick veneer,463.324132
UT,COM_CLADSYS,Concrete block,397.085113
UT,COM_CONSTQUALI,Signs of distress,353.204749
UT,COM_CONSTQUALI,WH Roof existing,319.845397
UT,COM_CONSTQUALI,Wind Roof existing,356.796082
UT,COM_CONSTQUALI,Wind Gold existing,356.121158
UT,COM_CONSTQUALI,Wind Silver existing,364.487754
UT,COM_CONSTQUALI,WH Gold existing,322.381023
UT,COM_CONSTQUALI,WH Silver existing,382.448908
UT,COM_EXTORN,Extensive ornamentation,280.745035
UT,COM_EXTORN,Extensive ornamentation and LPS,259.974852
UT,COM_EXTORN,Large signs,285.898713
UT,COM_EXTORN,Large signs and LPS,269.165566
UT,COM_EXTORN,Lightning protection,256.225553
UT,COM_FOUNDSYS,Bolted,415.449404
UT,COM_FOUNDSYS,Engineered,384.997096
UT,COM_FOUNDSYS,Unbolted,375.90157
UT,COM_GARAGING,Attached garage,411.706167
UT,COM_GARAGING,Detached garage,346.42885
UT,COM_GARAGING,No garage,365.35545
UT,COM_MECHGROUND,Generally unprotected,202.299365
UT,COM_MECHGROUND,Generally protected,206.967277
UT,COM_RESISTOPEN,Pressure small missile rated,332.705216
UT,COM_RESISTOPEN,Pressure medium missile rated,294.157457
UT,COM_RESISTOPEN,All openings pressure small missile rated,322.227731
UT,COM_RESISTOPEN,All openings pressure medium missile rated,331.550876
UT,COM_RESISTOPEN,All openings pressure large missile rated,300.152822
UT,COM_ROOFAGE,0 to 5 years,543.764528
UT,COM_ROOFAGE,6 to 10 years,548.158221
UT,COM_ROOFAGE,11 years or more,568.71741
UT,COM_ROOFANCH,Clips,193.902629
UT,COM_ROOFANCH,Double wraps,186.461353
UT,COM_ROOFANCH,Single wraps,207.429
UT,COM_ROOFANCH,Structural,202.654696
UT,COM_ROOFANCH,Toenailing no anchorage,208.191801
UT,COM_ROOFEQUIP,No equipment present,266.066827
UT,COM_ROOFEQUIP,Roof mounted photovoltaic array,261.356454
UT,COM_ROOFEQUIP,Roof mounted impact resistant array,271.254875
UT,COM_ROOFEQUIP,Roof mounted mechanically attached array,252.241435
UT,COM_ROOFGEOM,Complex roof,362.034793
UT,COM_ROOFGEOM,Flat roof no parapets,338.835021
UT,COM_ROOFGEOM,Flat roof parapets,355.163606
UT,COM_ROOFGEOM,Gable roof LE6:12,348.586971
UT,COM_ROOFGEOM,Braced gable LE6:12,380.178365
UT,COM_ROOFGEOM,Gable roof GT6:12,322.125094
UT,COM_ROOFGEOM,Braced gable GT6:12,339.697054
UT,COM_ROOFGEOM,Hip roof LE6:12,362.752443
UT,COM_ROOFGEOM,Hip roof GT6:12,353.057755
UT,COM_ROOFMAINT,Excellent condition,215.133275
UT,COM_ROOFMAINT,No deterioration or defects,203.876886
UT,COM_ROOFMAINT,Visible defects,180.293039
UT,COM_ROOFMAINT,Significant signs of distress,212.776341
UT,COM_ROOFSYS,Built up or single ply,329.657713
UT,COM_ROOFSYS,Built up with gutters,340.466779
UT,COM_ROOFSYS,Built up without gutters,298.618968
UT,COM_ROOFSYS,Built up unknown gutters,318.519664
UT,COM_ROOFSYS,High wind shingle,317.04276
UT,COM_ROOFSYS,High wind shingle plus SWR,312.725519
UT,COM_ROOFSYS,Normal shingle,315.730355
UT,COM_ROOFSYS,Normal shingle plus SWR,301.743227
UT,COM_ROOFSYS,Metal concealed fasteners,352.019478
UT,COM_ROOFSYS,Metal exposed fasteners,302.114375
UT,COM_ROOFSYS,Metal unknown fasteners,345.323665
UT,COM_ROOFSYS,Wood shakes,323.081362
UT,COM_ROOFSYS,Concrete roof,359.919217
UT,COM_ROOFSYS,Hail class 1,356.009027
UT,COM_ROOFSYS,Hail class 2,322.383848
UT,COM_ROOFSYS,Hail class 3,331.365403
UT,COM_ROOFSYS,Hail class 4,349.423454
UT,COM_ROOFSYS,Rubber roof,358.91627
UT,COM_ROOFSYS,Green roof,321.135654
UT,COM_ROOFSYS,Bermuda style roof,315.005878
UT,COM_ROOFSYS,Concrete tiles,315.732522
UT,COM_ROOFSYS,Slate tile,344.37577
UT,COM_ROOFSYS,Fabric membrane,340.443694
UT,COM_ROOFSYS,Solar tile,333.218692
UT,COM_TODMGPROVISION,Cosmetic damage Fully covered,432.678456
UT,COM_TODMGPROVISION,Cosmetic damage Mostly covered,450.875626
UT,COM_TODMGPROVISION,Cosmetic damage Default,427.612775
UT,COM_TODMGPROVISION,Cosmetic damage Rarely covered,432.451316
UT,COM_TODMGPROVISION,Cosmetic damage Excluded,444.465631
UT,COM_TOFLASHING,Compliant with ES1,430.350284
UT,COM_TOFLASHING,Not compliant with ES1,407.578223
UT,COM_TREEDENSITY,High tree risk high shielding,216.251062
UT,COM_TREEDENSITY,Some trees some shielding,240.937067
UT,COM_TREEDENSITY,No trees no shielding,209.290999
UT,SFD_Unknown,Unknown,573.219702
UT,SFD_ARCHITECT,Attached screen,636.4576
UT,SFD_ARCHITECT,Detached screen,624.886189
UT,SFD_ARCHITECT,Fences,590.958274
UT,SFD_ARCHITECT,None,612.85455
UT,SFD_ARCHITECT,Skylights,611.180571
UT,SFD_ARCHITECT,Skylights protection,685.922575
UT,SFD_CLADRATE,10d high wind nail,658.695862
UT,SFD_CLADRATE,6d any nail,638.881813
UT,SFD_CLADRATE,8d high wind nail,598.423171
UT,SFD_CLADRATE,8d minimum nail,634.125153
UT,SFD_CLADRATE,Batten decking,609.06722
UT,SFD_CLADRATE,Lumber and groove,565.071948
UT,SFD_CLADSYS,Vinyl siding,588.009961
UT,SFD_CLADSYS,EIFS,664.934328
UT,SFD_CLADSYS,Wood,666.367366
UT,SFD_CLADSYS,Metal sheathing,621.735339
UT,SFD_CLADSYS,Impact rated glazing,558.954042
UT,SFD_CLADSYS,Stucco,607.051016
UT,SFD_CLADSYS,Brick veneer,619.046345
UT,SFD_CLADSYS,Concrete block,615.062313
UT,SFD_CONSTQUALI,Signs of distress,563.787227
UT,SFD_CONSTQUALI,WH Roof existing,534.491938
UT,SFD_CONSTQUALI,Wind Roof existing,571.273831
UT,SFD_CONSTQUALI,Wind Gold existing,509.70325
UT,SFD_CONSTQUALI,Wind Silver existing,526.837755
UT,SFD_CONSTQUALI,WH Gold existing,538.830909
UT,SFD_CONSTQUALI,WH Silver existing,544.626318
UT,SFD_EXTORN,Extensive ornamentation,585.771256
UT,SFD_EXTORN,Extensive ornamentation and LPS,639.128271
UT,SFD_EXTORN,Large signs,633.903529
UT,SFD_EXTORN,Large signs and LPS,633.38001
UT,SFD_EXTORN,Lightning protection,619.612565
UT,SFD_FOUNDSYS,Bolted,652.460984
UT,SFD_FOUNDSYS,Engineered,569.724488
UT,SFD_FOUNDSYS,Unbolted,613.941769
UT,SFD_GARAGING,Attached garage,494.853504
UT,SFD_GARAGING,Detached garage,557.62357
UT,SFD_GARAGING,No garage,508.167473
UT,SFD_MECHGROUND,Generally unprotected,568.585911
UT,SFD_MECHGROUND,Generally protected,586.901388
UT,SFD_RESISTOPEN,Pressure small missile rated,604.030435
UT,SFD_RESISTOPEN,Pressure medium missile rated,670.933741
UT,SFD_RESISTOPEN,All openings pressure small missile rated,660.340193
UT,SFD_RESISTOPEN,All openings pressure medium missile rated,640.11226
UT,SFD_RESISTOPEN,All openings pressure large missile rated,571.586162
UT,SFD_ROOFAGE,0 to 5 years,324.703723
UT,SFD_ROOFAGE,6 to 10 years,301.284844
UT,SFD_ROOFAGE,11 years or more,345.951797
UT,SFD_ROOFANCH,Clips,369.73864
UT,SFD_ROOFANCH,Double wraps,324.902013
UT,SFD_ROOFANCH,Single wraps,317.376535
UT,SFD_ROOFANCH,Structural,365.758648
UT,SFD_ROOFANCH,Toenailing no anchorage,313.976496
UT,SFD_ROOFEQUIP,No equipment present,817.533651
UT,SFD_ROOFEQUIP,Roof mounted photovoltaic array,886.325783
UT,SFD_ROOFEQUIP,Roof mounted impact resistant array,820.85722
UT,SFD_ROOFEQUIP,Roof mounted mechanically attached array,856.17239
UT,SFD_ROOFGEOM,Complex roof,531.347973
UT,SFD_ROOFGEOM,Flat roof no parapets,534.09202
UT,SFD_ROOFGEOM,Flat roof parapets,511.054843
UT,SFD_ROOFGEOM,Gable roof LE6:12,515.605658
UT,SFD_ROOFGEOM,Braced gable LE6:12,583.488273
UT,SFD_ROOFGEOM,Gable roof GT6:12,589.733265
UT,SFD_ROOFGEOM,Braced gable GT6:12,563.319025
UT,SFD_ROOFGEOM,Hip roof LE6:12,525.096631
UT,SFD_ROOFGEOM,Hip roof GT6:12,537.95762
UT,SFD_ROOFMAINT,Excellent condition,584.322142
UT,SFD_ROOFMAINT,No deterioration or defects,608.87979
UT,SFD_ROOFMAINT,Visible defects,550.646322
UT,SFD_ROOFMAINT,Significant signs of distress,557.872004
UT,SFD_ROOFSYS,Built up or single ply,902.393644
UT,SFD_ROOFSYS,Built up with gutters,864.275994
UT,SFD_ROOFSYS,Built up without gutters,765.356616
UT,SFD_ROOFSYS,Built up unknown gutters,880.201573
UT,SFD_ROOFSYS,High wind shingle,773.683656
UT,SFD_ROOFSYS,High wind shingle plus SWR,771.272404
UT,SFD_ROOFSYS,Normal shingle,890.249599
UT,SFD_ROOFSYS,Normal shingle plus SWR,754.812275
UT,SFD_ROOFSYS,Metal concealed fasteners,754.729921
UT,SFD_ROOFSYS,Metal exposed fasteners,906.306206
UT,SFD_ROOFSYS,Metal unknown fasteners,867.015945
UT,SFD_ROOFSYS,Wood shakes,832.267147
UT,SFD_ROOFSYS,Concrete roof,840.566802
UT,SFD_ROOFSYS,Hail class 1,793.245987
UT,SFD_ROOFSYS,Hail class 2,872.335223
UT,SFD_ROOFSYS,Hail class 3,822.957014
UT,SFD_ROOFSYS,Hail class 4,874.410335
UT,SFD_ROOFSYS,Rubber roof,797.04258
UT,SFD_ROOFSYS,Green roof,786.703615
UT,SFD_ROOFSYS,Bermuda style roof,885.203539
UT,SFD_ROOFSYS,Concrete tiles,785.711336
UT,SFD_ROOFSYS,Slate tile,870.791541
UT,SFD_ROOFSYS,Fabric membrane,875.988637
UT,SFD_ROOFSYS,Solar tile,908.533489
UT,SFD_TODMGPROVISION,Cosmetic damage Fully covered,552.016075
UT,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,557.275411
UT,SFD_TODMGPROVISION,Cosmetic damage Default,585.529848
UT,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,554.422669
UT,SFD_TODMGPROVISION,Cosmetic damage Excluded,624.224952
UT,SFD_TOFLASHING,Compliant with ES1,641.437471
UT,SFD_TOFLASHING,Not compliant with ES1,587.608246
UT,SFD_TREEDENSITY,High tree risk high shielding,732.534184
UT,SFD_TREEDENSITY,Some trees some shielding,734.957806
UT,SFD_TREEDENSITY,No trees no shielding,805.68113
VA,COM_Unknown,Unknown,567.054702
VA,COM_ARCHITECT,Attached screen,345.056422
VA,COM_ARCHITECT,Detached screen,373.992954
VA,COM_ARCHITECT,Fences,351.387072
VA,COM_ARCHITECT,None,363.299847
VA,COM_ARCHITECT,Skylights,349.776484
VA,COM_ARCHITECT,Skylights protection,363.113229
VA,COM_CLADRATE,10d high wind nail,308.22561
VA,COM_CLADRATE,6d any nail,329.256161
VA,COM_CLADRATE,8d high wind nail,299.77429
VA,COM_CLADRATE,8d minimum nail,327.42664
VA,COM_CLADRATE,Batten decking,327.730005
VA,COM_CLADRATE,Lumber and groove,340.528675
VA,COM_CLADSYS,Vinyl siding,700.095913
VA,COM_CLADSYS,EIFS,599.611601
VA,COM_CLADSYS,Wood,587.267996
VA,COM_CLADSYS,Metal sheathing,692.799229
VA,COM_CLADSYS,Impact rated glazing,627.807103
VA,COM_CLADSYS,Stucco,656.468674
VA,COM_CLADSYS,Brick veneer,601.237755
VA,COM_CLADSYS,Concrete block,676.07795
VA,COM_CONSTQUALI,Signs of distress,470.579893
VA,COM_CONSTQUALI,WH Roof existing,525.700065
VA,COM_CONSTQUALI,Wind Roof existing,533.908969
VA,COM_CONSTQUALI,Wind Gold existing,506.95369
VA,COM_CONSTQUALI,Wind Silver existing,480.957817
VA,COM_CONSTQUALI,WH Gold existing,489.247731
VA,COM_CONSTQUALI,WH Silver existing,514.293814
VA,COM_EXTORN,Extensive ornamentation,410.014814
VA,COM_EXTORN,Extensive ornamentation and LPS,411.099849
VA,COM_EXTORN,Large signs,424.645372
VA,COM_EXTORN,Large signs and LPS,434.409788
VA,COM_EXTORN,Lightning protection,395.597
VA,COM_FOUNDSYS,Bolted,660.892838
VA,COM_FOUNDSYS,Engineered,631.476415
VA,COM_FOUNDSYS,Unbolted,588.484183
VA,COM_GARAGING,Attached garage,658.866045
VA,COM_GARAGING,Detached garage,601.616365
VA,COM_GARAGING,No garage,591.501394
VA,COM_MECHGROUND,Generally unprotected,279.717228
VA,COM_MECHGROUND,Generally protected,258.007134
VA,COM_RESISTOPEN,Pressure small missile rated,508.456433
VA,COM_RESISTOPEN,Pressure medium missile rated,524.426318
VA,COM_RESISTOPEN,All openings pressure small missile rated,451.421799
VA,COM_RESISTOPEN,All openings pressure medium missile rated,505.181948
VA,COM_RESISTOPEN,All openings pressure large missile rated,515.65182
VA,COM_ROOFAGE,0 to 5 years,695.907773
VA,COM_ROOFAGE,6 to 10 years,812.184326
VA,COM_ROOFAGE,11 years or more,754.403365
VA,COM_ROOFANCH,Clips,287.043559
VA,COM_ROOFANCH,Double wraps,302.117293
VA,COM_ROOFANCH,Single wraps,296.282287
VA,COM_ROOFANCH,Structural,263.407312
VA,COM_ROOFANCH,Toenailing no anchorage,272.471691
VA,COM_ROOFEQUIP,No equipment present,371.781859
VA,COM_ROOFEQUIP,Roof mounted photovoltaic array,413.155835
VA,COM_ROOFEQUIP,Roof mounted impact resistant array,389.850998
VA,COM_ROOFEQUIP,Roof mounted mechanically attached array,353.851644
VA,COM_ROOFGEOM,Complex roof,504.647382
VA,COM_ROOFGEOM,Flat roof no parapets,541.60129
VA,COM_ROOFGEOM,Flat roof parapets,506.113072
VA,COM_ROOFGEOM,Gable roof LE6:12,544.070951
VA,COM_ROOFGEOM,Braced gable LE6:12,472.267731
VA,COM_ROOFGEOM,Gable roof GT6:12,481.721772
VA,COM_ROOFGEOM,Braced gable GT6:12,514.080608
VA,COM_ROOFGEOM,Hip roof LE6:12,509.224727
VA,COM_ROOFGEOM,Hip roof GT6:12,566.393813
VA,COM_ROOFMAINT,Excellent condition,255.72165
VA,COM_ROOFMAINT,No deterioration or defects,268.274864
VA,COM_ROOFMAINT,Visible defects,258.855887
VA,COM_ROOFMAINT,Significant signs of distress,266.119043
VA,COM_ROOFSYS,Built up or single ply,515.68944
VA,COM_ROOFSYS,Built up with gutters,481.142092
VA,COM_ROOFSYS,Built up without gutters,445.397807
VA,COM_ROOFSYS,Built up unknown gutters,487.474197
VA,COM_ROOFSYS,High wind shingle,468.260589
VA,COM_ROOFSYS,High wind shingle plus SWR,490.681226
VA,COM_ROOFSYS,Normal shingle,459.800005
VA,COM_ROOFSYS,Normal shingle plus SWR,472.84025
VA,COM_ROOFSYS,Metal concealed fasteners,441.490431
VA,COM_ROOFSYS,Metal exposed fasteners,530.892428
VA,COM_ROOFSYS,Metal unknown fasteners,473.538589
VA,COM_ROOFSYS,Wood shakes,466.727706
VA,COM_ROOFSYS,Concrete roof,491.392798
VA,COM_ROOFSYS,Hail class 1,443.877826
VA,COM_ROOFSYS,Hail class 2,459.343919
VA,COM_ROOFSYS,Hail class 3,440.77778
VA,COM_ROOFSYS,Hail class 4,479.592068
VA,COM_ROOFSYS,Rubber roof,475.790682
VA,COM_ROOFSYS,Green roof,499.962654
VA,COM_ROOFSYS,Bermuda style roof,463.585296
VA,COM_ROOFSYS,Concrete tiles,491.51619
VA,COM_ROOFSYS,Slate tile,517.568884
VA,COM_ROOFSYS,Fabric membrane,463.158035
VA,COM_ROOFSYS,Solar tile,476.255887
VA,COM_TODMGPROVISION,Cosmetic damage Fully covered,619.279432
VA,COM_TODMGPROVISION,Cosmetic damage Mostly covered,633.990691
VA,COM_TODMGPROVISION,Cosmetic damage Default,560.36213
VA,COM_TODMGPROVISION,Cosmetic damage Rarely covered,655.571672
VA,COM_TODMGPROVISION,Cosmetic damage Excluded,603.72535
VA,COM_TOFLASHING,Compliant with ES1,572.198881
VA,COM_TOFLASHING,Not compliant with ES1,543.59514
VA,COM_TREEDENSITY,High tree risk high shielding,297.389976
VA,COM_TREEDENSITY,Some trees some shielding,308.668276
VA,COM_TREEDENSITY,No trees no shielding,305.949544
VA,SFD_Unknown,Unknown,360.560585
VA,SFD_ARCHITECT,Attached screen,450.529839
VA,SFD_ARCHITECT,Detached screen,458.248539
VA,SFD_ARCHITECT,Fences,443.354178
VA,SFD_ARCHITECT,None,431.439743
VA,SFD_ARCHITECT,Skylights,447.157283
VA,SFD_ARCHITECT,Skylights protection,435.905071
VA,SFD_CLADRATE,10d high wind nail,356.448878
VA,SFD_CLADRATE,6d any nail,346.14933
VA,SFD_CLADRATE,8d high wind nail,335.164359
VA,SFD_CLADRATE,8d minimum nail,382.202808
VA,SFD_CLADRATE,Batten decking,368.808821
VA,SFD_CLADRATE,Lumber and groove,347.659651
VA,SFD_CLADSYS,Vinyl siding,426.769436
VA,SFD_CLADSYS,EIFS,416.714614
VA,SFD_CLADSYS,Wood,365.55838
VA,SFD_CLADSYS,Metal sheathing,371.053714
VA,SFD_CLADSYS,Impact rated glazing,378.875377
VA,SFD_CLADSYS,Stucco,419.315559
VA,SFD_CLADSYS,Brick veneer,422.267872
VA,SFD_CLADSYS,Concrete block,431.918972
VA,SFD_CONSTQUALI,Signs of distress,305.675397
VA,SFD_CONSTQUALI,WH Roof existing,330.468021
VA,SFD_CONSTQUALI,Wind Roof existing,307.769767
VA,SFD_CONSTQUALI,Wind Gold existing,322.891226
VA,SFD_CONSTQUALI,Wind Silver existing,352.972136
VA,SFD_CONSTQUALI,WH Gold existing,347.034235
VA,SFD_CONSTQUALI,WH Silver existing,362.267987
VA,SFD_EXTORN,Extensive ornamentation,400.42202
VA,SFD_EXTORN,Extensive ornamentation and LPS,417.728981
VA,SFD_EXTORN,Large signs,389.575707
VA,SFD_EXTORN,Large signs and LPS,425.584295
VA,SFD_EXTORN,Lightning protection,432.945443
VA,SFD_FOUNDSYS,Bolted,401.396014
VA,SFD_FOUNDSYS,Engineered,344.504639
VA,SFD_FOUNDSYS,Unbolted,354.957802
VA,SFD_GARAGING,Attached garage,324.569011
VA,SFD_GARAGING,Detached garage,335.926164
VA,SFD_GARAGING,No garage,311.201496
VA,SFD_MECHGROUND,Generally unprotected,404.000809
VA,SFD_MECHGROUND,Generally protected,412.979078
VA,SFD_RESISTOPEN,Pressure small missile rated,373.125247
VA,SFD_RESISTOPEN,Pressure medium missile rated,415.831447
VA,SFD_RESISTOPEN,All openings pressure small missile rated,364.488566
VA,SFD_RESISTOPEN,All openings pressure medium missile rated,392.371862
VA,SFD_RESISTOPEN,All openings pressure large missile rated,397.296344
VA,SFD_ROOFAGE,0 to 5 years,231.14578
VA,SFD_ROOFAGE,6 to 10 years,223.919304
VA,SFD_ROOFAGE,11 years or more,200.11928
VA,SFD_ROOFANCH,Clips,201.516379
VA,SFD_ROOFANCH,Double wraps,231.356532
VA,SFD_ROOFANCH,Single wraps,218.2609
VA,SFD_ROOFANCH,Structural,200.512384
VA,SFD_ROOFANCH,Toenailing no anchorage,237.321128
VA,SFD_ROOFEQUIP,No equipment present,512.344724
VA,SFD_ROOFEQUIP,Roof mounted photovoltaic array,554.642885
VA,SFD_ROOFEQUIP,Roof mounted impact resistant array,547.418131
VA,SFD_ROOFEQUIP,Roof mounted mechanically attached array,523.959444
VA,SFD_ROOFGEOM,Complex roof,359.691461
VA,SFD_ROOFGEOM,Flat roof no parapets,313.350207
VA,SFD_ROOFGEOM,Flat roof parapets,360.135498
VA,SFD_ROOFGEOM,Gable roof LE6:12,360.421728
VA,SFD_ROOFGEOM,Braced gable LE6:12,316.336022
VA,SFD_ROOFGEOM,Gable roof GT6:12,331.232314
VA,SFD_ROOFGEOM,Braced gable GT6:12,348.849473
VA,SFD_ROOFGEOM,Hip roof LE6:12,343.211533
VA,SFD_ROOFGEOM,Hip roof GT6:12,362.208438
VA,SFD_ROOFMAINT,Excellent condition,357.554944
VA,SFD_ROOFMAINT,No deterioration or defects,346.8168
VA,SFD_ROOFMAINT,Visible defects,332.319869
VA,SFD_ROOFMAINT,Significant signs of distress,359.852091
VA,SFD_ROOFSYS,Built up or single ply,471.462037
VA,SFD_ROOFSYS,Built up with gutters,480.538114
VA,SFD_ROOFSYS,Built up without gutters,522.57107
VA,SFD_ROOFSYS,Built up unknown gutters,464.005016
VA,SFD_ROOFSYS,High wind shingle,500.759978
VA,SFD_ROOFSYS,High wind shingle plus SWR,497.747092
VA,SFD_ROOFSYS,Normal shingle,496.457989
VA,SFD_ROOFSYS,Normal shingle plus SWR,526.362243
VA,SFD_ROOFSYS,Metal concealed fasteners,527.13209
VA,SFD_ROOFSYS,Metal exposed fasteners,555.212397
VA,SFD_ROOFSYS,Metal unknown fasteners,461.86139
VA,SFD_ROOFSYS,Wood shakes,477.658836
VA,SFD_ROOFSYS,Concrete roof,547.994177
VA,SFD_ROOFSYS,Hail class 1,463.40347
VA,SFD_ROOFSYS,Hail class 2,555.171387
VA,SFD_ROOFSYS,Hail class 3,555.002013
VA,SFD_ROOFSYS,Hail class 4,488.491417
VA,SFD_ROOFSYS,Rubber roof,543.550194
VA,SFD_ROOFSYS,Green roof,525.765755
VA,SFD_ROOFSYS,Bermuda style roof,503.17554
VA,SFD_ROOFSYS,Concrete tiles,554.284466
VA,SFD_ROOFSYS,Slate tile,532.341314
VA,SFD_ROOFSYS,Fabric membrane,474.263973
VA,SFD_ROOFSYS,Solar tile,531.243431
VA,SFD_TODMGPROVISION,Cosmetic damage Fully covered,411.478271
VA,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,445.047593
VA,SFD_TODMGPROVISION,Cosmetic damage Default,436.585233
VA,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,379.208586
VA,SFD_TODMGPROVISION,Cosmetic damage Excluded,403.096417
VA,SFD_TOFLASHING,Compliant with ES1,412.73595
VA,SFD_TOFLASHING,Not compliant with ES1,413.522067
VA,SFD_TREEDENSITY,High tree risk high shielding,434.761742
VA,SFD_TREEDENSITY,Some trees some shielding,408.635778
VA,SFD_TREEDENSITY,No trees no shielding,460.088575
VT,COM_Unknown,Unknown,416.442446
VT,COM_ARCHITECT,Attached screen,312.156654
VT,COM_ARCHITECT,Detached screen,304.720185
VT,COM_ARCHITECT,Fences,308.320989
VT,COM_ARCHITECT,None,277.501699
VT,COM_ARCHITECT,Skylights,295.709187
VT,COM_ARCHITECT,Skylights protection,262.155603
VT,COM_CLADRATE,10d high wind nail,256.606859
VT,COM_CLADRATE,6d any nail,255.142434
VT,COM_CLADRATE,8d high wind nail,260.452312
